rating_count,rating_avg,weighted_avg,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,War,Musical,Documentary,IMAX,Western,Film-Noir
9.134866720277605,3.9209302325581397,3.894473368184369,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.447576980713785,3.4318181818181817,3.4190086930529304,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.8584074102880548,3.2596153846153846,3.26003335202129,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.15043104952501157,2.357142857142857,2.8663771545811683,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1.724484846300517,3.0714285714285716,3.10106955988446,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.090450143413684,3.946078431372549,3.890648959218907,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1.9476891196130799,3.185185185185185,3.196222769417439,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.10579019486249899,2.875,3.080119674899923,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2513366424376017,3.125,3.1744813789319477,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.429675783289062,3.496212121212121,3.481291024633324,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2.661942794213281,3.6714285714285713,3.6248358794088444,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.3852592064251394,2.4210526315789473,2.691501231189239,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.10579019486249899,3.125,3.1977667337234523,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.34061835176262684,3.8333333333333335,3.6430383138258775,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.11741407845006391,3.0,3.1073652033317587,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.1976330501634322,3.926829268292683,3.8611212579483376,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2.5280202302257435,3.7761194029850746,3.715289927280246,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.429900061087652,3.7,3.564208085286162,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4654781781385076,2.727272727272727,2.7769281904463776,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20669578777508907,2.5,2.785918103054112,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
3.51011903280102,3.49438202247191,3.4730819844214156,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1.1441537356878533,3.2222222222222223,3.2302674327399705,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
0.2513366424376017,3.125,3.1744813789319477,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
0.7870268983877526,3.125,3.158433364143208,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2.9297879221883565,3.625,3.5866121702741025,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.11741407845006391,3.5,3.402819748786304,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.06114934019998641,3.3333333333333335,3.2978908040721495,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.02813236912503875,4.2272727272727275,3.7931017236649347,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1.2334354450128784,4.0131578947368425,3.869404988793589,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
-0.3289944681750619,3.0,3.1968362061082245,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.2334354450128784,3.1842105263157894,3.199192222836142,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7.4385142431021265,3.983050847457627,3.94818298103924,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
5.2511123646390105,3.65234375,3.626730178637217,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.5280202302257435,3.8358208955223883,3.7679215062276143,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
-0.28435361351254934,2.125,2.9124641902537456,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.179731852738709,3.293269230769231,3.290814464365475,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.3736353228375745,4.25,3.442003133936245,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.20669578777508907,3.7,3.535918103054112,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
-0.15043104952501157,3.0,3.1476271545811683,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
-0.10579019486249899,3.1875,3.227178498429335,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.5905622823129792,2.5434782608695654,2.661127899514522,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.965590317037803,3.3125,3.3015130359341143,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.20669578777508907,3.066666666666667,3.140084769720779,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8.599176464327455,3.9753694581280787,3.945103936194805,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2.572661084888256,3.1470588235294117,3.1605459022506324,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
-0.41827617750008705,3.0,3.2362034473298693,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8.643817318989967,4.237745098039215,4.196535373114077,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
0.7870268983877526,3.4642857142857144,3.4151901208999647,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.3736353228375745,5.0,3.578366770299881,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.3289944681750619,2.3333333333333335,3.0301695394415575,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.41827617750008705,4.0,3.3362034473298694,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.10579019486249899,3.0625,3.16835496901757,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.1887945903503658,4.027027027027027,3.8774355320282323,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0548720263628282,3.235294117647059,3.240977545890667,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.19507190418752415,3.75,3.4574689648865795,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3.108351340838407,3.70625,3.661371173857289,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.15043104952501157,2.7142857142857144,3.0226271545811683,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.23971275885003673,2.2,2.883002462378478,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9209494623752904,2.532258064516129,2.6965508618324674,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.06114934019998641,2.5,2.881224137405483,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
-0.23971275885003673,3.4,3.3115738909499064,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.429900061087652,3.775,3.615932223217196,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.9923299742755924,3.5090909090909093,3.474406788645292,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
-0.23971275885003673,1.7,2.7044310338070496,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.15043104952501157,3.2142857142857144,3.2413771545811683,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.11741407845006391,3.4615384615384617,3.3800924760590316,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
-0.10579019486249899,4.0,3.6095314396058056,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.23971275885003673,2.2,2.883002462378478,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.20669578777508907,3.4,3.348418103054112,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
-0.41827617750008705,4.0,3.3362034473298694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
